# List of standard transcriptions of foreign names in to Chinese
# Data collected from http://www.chinese-tools.com/names 2010-02-07
# Name	Hanzi	Pinyin
Otávio	欧塔维奥	Oū tǎ wéi ào
Othman	奥蒂曼	Aò dì màn
Otília	奥蒂丽娅	Aò dì lì yà
Otman	奥特曼	Aò té màn
Otmane	奥特曼	Aò tè màn
Otto	奥托	Aò tuō
Ouardia	瓦尔蒂娅	Wǎ ěr dì yà
Oudone	五冬	Wǔ dōng
Oulia	乌利雅	Wū lì Yǎ
Oumayma	乌玛伊玛	Wū Mǎ Yī Mǎ
Ousmane	乌斯曼	Wū sī màn
Ousyous	芴鸺斯	Wù xiū sī
Ovidio	奥维迪奥	Aò wéi dí ào
Ovídio	欧维迪奥	Oū wéi dí ào
Owain	欧文	Oū wén
Owen	欧文	Oū wén
Ozana	奥萨娜	Aò sà nà
Pablo	帕布罗	Pà bù luō
Paco	帕克	Pà kè
Paggo	帕果	Pà guǒ
Pajares	帕亚雷斯	Pà yà léi sī
Pakizé	怕克兹	Pà kè zī
Palmira	帕尔蜜拉	Pà ěr Mì lā
Palmyre	帕尔米尔	Pà ěr mǐ ěr
Paloma	帕洛玛	Pà luò mǎ
Pam	帕姆	Pà mǔ
Pamela	帕米拉	Pà mǐ lā
Pamphile	蒡菲	Páng fēi
Paola	宝拉	Bǎo lā
Paolo	保罗	Bǎo luó
Pâquerette	帕克蕾特	Pà kè lěi tè
Paras	帕拉斯	Pà lā sī
Paris	巴黎	Bā lí
Parker	帕克	Pà kè
Pascal	帕斯卡尔	Pà sī kǎ er
Pascale	帕斯卡尔	Pà sī kǎ ěr
Pascaline	帕斯卡琳	Pà sī kǎ lín
Pascoal	帕斯卡尔	Pà sī kǎ ěr
Pasqual	帕斯夸	Pà sī tuō
Pat	帕特	Pà tè
Patrice	帕特里斯	Pà tè lǐ sī
Patricia	帕特里夏	Pà té lǐ xià
Patrícia	帕特里夏	Pà tè lǐ Xià
Patricio	帕特里希奥	Pà tè lǐ xī ào
Patrick	帕特里克	Pà tè lǐ kè
Patrick	派翠克	Pài cuì kè
Patris	帕特里斯	Pà tè lǐ sī
Patrizia	帕特里夏	Pà té lǐ xià
Patrycja	帕特丽霞	Pà tè lì xiá
Patsy	帕特茜	Pà tè xī
Patxi	帕池	Pà chí
Paty	帕蒂	Pà dì
Pau	帕务	Pà wù
Pau	包	Bāo
Paul	保罗	Bǎo luó
Paul	保尔	Bǎo er
Paul-Loup	保尔·卢	Bǎo ěr lú
Paula	宝拉	Bǎo lā
Paule	宝勒	Bǎo lè
Paulette	波莱特	Bō lái té
Paulina	宝丽娜	Bǎo lì nà
Pauline	宝林	Bǎo lín
Paulinho	小包罗	Xiǎo Bāo luó
Paulino	包里诺	Bāo lǐ nuò
Paulo	保罗	Bǎo luó
Paweł	帕维	Pà wéi
Paz	帕斯	Pà sī
Pear	芘尔	Pí ěr
Pearl	珍珠	Zhēn zhū
Pearle	珍珠	Zhēn zhū
Pedro	佩德罗	Pèi dé luō
Peggy	佩吉	Pèi jí
Pélagie	佩拉吉	Pèi lā jí
Pelai	佩莱	Pèi lái
Pelayo	佩拉尤	Pèi lā yóu
Penelope	佩内洛普	Pèi nèi luò pǔ
Pénélope	佩内洛普	Pèi nèi luò pǔ
Penèlope	佩内洛普	Pèi nèi luò Pǔ
Penny	佩妮	Pèi nī
Pepe	佩佩	Pèi pèi
Percy	破尔西	Pò ěr xī
Pere	佩勒	Pèi lè
Peregrine	珀蕾克琳	Pò lěi kè lín
Pereira	佩雷拉	Pèi léi lā
Perla	佩尔拉	Pèi rlā
Perline	佩尔琳	Pèi ěr lín
Perrine	珀赖因	Pò lài yīn
Perry	佩瑞	Pèi ruì
Persefoni	佩色佛妮	Pèi sè fó nī
Peter	彼得	Bǐ dé
Petra	佩德拉	Pèi dé lā
Phanie	法妮	Fǎ nī
Philip	菲力浦	Fēi lì pǔ
Philipp	飞利浦	Fēi lì pǔ
Philippe	菲力浦	Fēi lì pǔ
Philipppa	菲莉帕	Fēi lì pà
Phillipe	菲力浦	Fēi lì pǔ
Philomena	菲洛米娜	Fēi luò mǐ nà
Phoebé	菲贝	Fēi Bèi
Phoenix	菲尼克斯	Fēi ní kè sī
Phouthisak	普提萨克	Pǔ tí sà kè
Phylida	飞丽达	Fēi lì dá
Phyllis	菲丽丝	Fēi lì sī
Pia	皮亚	Pí yà
Pichelli	辟池利	Pì chí lì
Pier-Luc	皮埃尔吕克	Pí Aī ěr Lǚ kè
Pierce	皮尔斯	Pí ěr sī
Pierre	皮埃尔	Pí āi er
Pierre-Loup	皮埃尔·卢	Pí āi ěr lú
Pierre-Yves	皮埃尔伊夫	Pí Aī ěr Yī fū
Pierrette	皮埃蕾特	Pí āi lěi tè
Pierrick	皮埃里克	Pí āi lǐ kè
Pierrot	皮埃罗	Pí Aī luó
Pietro	皮埃特罗	Pí Aī tè luó
Pilar	皮拉尔	Pí lā r
Pilar	皮拉尔	Pí lā ěr
Pinheiro	皮内罗	Pí nèi luó
Pinho	皮诺	Pí nuò
Pinilla	劈尼亚	Pī ní yà
Pinky	平克	Píng kè
Pinxi	萍西	Píng xī
Pio	佩奥	Pèi ào
Pira	佩拉	Pèi lā
Pit	皮德	Pí dé
Pius	皮武斯	Pí wǔ sī
Plácido	普拉西多	Pǔ lā xī duō
Plinio	普里尼奥	Pǔ lǐ ní ào
Poca	波卡	Bō kǎ
Pol	波尔	Bō r
Pol	包尔	Bāo ěr
Pola	宝拉	Bǎo lā
Polyana	宝莉安娜	Bǎo lì ān nà
Ponç	庞斯	Páng sī
Ponce	庞塞	Páng sāi
Poppy	泼皮	Pō Pí
Poupi	普皮	Pǔ pí
Prakash	普拉卡什	Pǔ lā Kǎ shí
Pramod	普拉莫德	Pǔ lā mò dé
Pranil	普拉尼尔	Pǔ lā ní ěr
Prescilla	普蕾茜娅	Pǔ lěi xī yà
Prescillia	普蕾西莉娅	Pǔ lǐ xī lěi yà
Presentacion	普雷森塔松	Pǔ léi sēn tǎ sōng
Prez	普雷兹	Pǔ léi zī
Pri	普丽	Pǔ lì
Prika	普丽卡	Pǔ lì Kǎ
Priscila	普里西利亚	Pǔ lǐ xī lì yà
Priscilla	普里西拉	Pǔ lǐ xī lā
Priscille	普蕾西尔	Pǔ lěi xī ěr
Priscillia	普里西莉娅	Pǔ lǐ xī lì yà
Priska	碧莉斯卡	Bì lì sī kǎ
Prudence	普鲁登丝	Pǔ lǔ dēng sī
Prudenci	普鲁登希	Pǔ lǔ dēng xī
Prune	普伦	Pǔ lún
Przemysław	浦什梅斯瓦夫	Pǔ shí méi sī wǎ fū
Puri	普里	Pǔ lǐ
Quaresma	夸雷斯马	Tuō léi sī Mǎ
Queli	科丽	Kē lì
Quentin	昆汀	Kūn tīng
Quentin	康汀	Kāng tīng
Queralt	克拉尔特	Kè lā rtè
Quim	秦	Qín
Quisha	奎莎	Kuí shā
Rabena	瓦比娜	Wǎ bǐ nà
Rachael	蕾切尔	Lěi qiē ěr
Rachel	蕾切尔	Lěi qiē er
Rachèle	瑞琪儿	Ruì qí er
Rachelle	瑞琪儿	Ruì qí er
Rachid	哈西德	Hā xī dé
Rachida	拉希达	Lā xī dá
Racy	拉希	Lā xī
Radja	拉佳	Lā jiā
Radosław	拉多斯瓦夫	Lā duō sī wǎ fū
Radouenne	拉杜安	Lā dù ān
Rafa	拉福	Lā fú
Rafael	拉斐尔	Lā fēi ěr
Rafaela	拉法艾拉	Lā Fǎ Aì lā
Rafaella	拉法艾拉	Lā Fǎ Aì lā
Rafaelly	拉法艾黎	Lā Fǎ Aì lí
Rafał	拉法奥	Lā fǎ ào
Rafel	拉法尔	Lā Fǎ ěr
Rageb	拉热伯	Lā rè bó
Ragna	拉格娜	Lā gé nà
Rahsa	哈沙	Hā shā
Raik	拉伊科	Lā Yī Kē
Raimundo	雷蒙多	Léi mēng duō
Raïna	拉伊娜	Lā yī nà
Raina	蕾娜	Lěi nà
Raïssa	哈伊萨	Hā yī sà
Ralph	拉尔夫	Lā ěr fū
Rami	哈米	Hā mǐ
Ramiro	拉米罗	Lā mǐ luó
Ramo	拉莫	Lā Mò
Ramon	拉蒙	Lā mēng
Ramon	哈蒙	Hā mēng
Ramona	拉莫娜	Lā Mò nà
Ramy	哈密	Hā mì
Randall	兰道尔	Lán dào ěr
Randolf	兰多夫	Lán duō fū
Randy	兰迪	Lán dí
Rania	哈妮娅	Hā nī yà
Rany	哈尼	Hā ní
Raonny	劳尼	Láo ní
Raphaël	拉斐尔	Lā fēi er
Raphaelle	拉斐尔	Lā fēi er
Raquel	拉克尔	Lā kèr
Rasandja	拉叁贾	Lā sān Jiǎ
Raul	劳尔	Láo r
Raül	劳尔	Láo ěr
Raven	拉文	Lā wén
Ravina	拉薇娜	Lā wēi nà
Ravy	瓦维	Wǎ wéi
Ray	雷	Léi
Raya	拉雅	Lā Yǎ
Rayane	外安	Wài ān
Rayanne	瓦亚恩	Wǎ yà ēn
Raychel	瑞池尔	Ruì chí ěr
Raylander	雷朗德	Léi lǎng dé
Raymond	雷蒙德	Léi mēng dé
Raymond	雷蒙	Léi mēng
Raymonde	雷蒙德	Léi mēng dé
Raymundo	雷蒙多	Léi mēng duō
Rayner	雷纳	Léi nà
Rayra	莱拉	Lái lā
Rayzen	瑞森	Ruì sēn
Rebeca	丽贝卡	Lì bèi kǎ
Rébecca	丽贝卡	Lì bèi kǎ
Rebecca	丽贝卡	Lì bèi kǎ
Rebeckah	丽贝卡	Lì bèi kǎ
Rebekka	丽贝卡	Lì bèi kǎ
Rebelo	雷贝罗	Léi Bèi luó
Réchard	瑞沙尔	Ruì shā ěr
Reda	雷达	Léi dá
Redouane	利图安	Lì tú ān
Reed	列得	Liè dé
Reggie	蕾吉	Lěi Jí
Regiane	蕾贾内	Lěi Jiǎ nèi
Regina	蕾吉娜	Lěi jí nà
Reginaldo	雷吉娜多	Léi Jí nà duō
Régine	蕾金	Lěi jīn
Régis	雷吉斯	Léi jí sī
Reicia	蕾霞	Lěi xiá
Reidar	瑞达	Ruì dá
Reijer	雷尔	Léi ěr
Reina	蕾娜	Lěi nà
Reinaldo	雷纳尔多	Léi nà rduō
Reine	蕾娜	Lěi nà
Reis	雷斯	Léi sī
Réjane	蕾娅娜	Lěi yà nà
Rejane	蕾珍	Lěi zhēn
Réjean	海让	Hǎi ràng
Remedios	雷梅蒂噢斯	Léi méi dì ō sī
Remei	雷梅	Léi Méi
Rémi	雷米	Léi mǐ
Remigio	雷米希噢	Léi mǐ xī ō
Remo	雷默	Léi mò
Rémy	雷米	Léi mǐ
Rénald	雷纳德	Léi nà dé
Renan	勒南	Lè nán
Renan	赫农	Hè nóng
Renata	蕾娜塔	Lěi nà tǎ
Renate	蕾娜特	Lěi nà tè
Renato	雷纳托	Léi nà tuō
Renaud	雷诺	Léi nuò
René	勒内	Lè nèi
Renè	勒内	Lè nèi
Renee	蕾妮	Lěi nī
Renée	蕾妮	Lěi nī
Rênio	雷尼奥	Léi ní ào
Renzo	伦索	Lún suǒ
Reyes	雷耶斯	Léi yē sī
Reynald	雷纳尔德	Léi nà ěr dé
Rhaniery	拉涅利	Lā niè lì
Rhany	拉尼	Lā ní
Rhayson	莱森	Lái sēn
Rhianne	莉安	Lì ān
Rhiannon	莱安诺	Lái ān nuò
Rhona	罗娜	Luó nà
Rhym	里姆	Lǐ mǔ
Rhys	莱斯	Lái sī
Riana	莱娅娜	Lái yà nà
Rianala	莉安娜拉	Lì ān nà lā
Riaz	里亚斯	Lǐ yà sī
Ribeiro	利贝罗	Lì Bèi luó
Rica	丽卡	Lì kǎ
Ricard	利卡尔	Lì Kǎ ěr
Ricarda	丽卡尔达	Lì Kǎ ěr dá
Ricardo	里卡多	Lǐ kǎ duō
Riccardo	利卡多	Lì Kǎ duō
Ricci	里奇	Lǐ qí
Richard	理查	Lǐ chá
Richie	里奇	Lǐ qí
Rick	里克	Lǐ kè
Ricky	瑞奇	Ruì qí
Rico	利筘	Lì kòu
Rida	莉达	Lì dá
Rigoberto	里戈韦托	Lǐ gē wéi tuō
Rikke	莉克	Lì kè
Riley	莱利	Lái lì
Rim	利姆	Lì mǔ
Ringo	林戈	Lín gē
Rini	琳妮	Lín nī
Rita	莉塔	Lì tǎ
Ritesh	利泰士	Lì Tài shì
Riton	利桐	Lì tóng
Rivaldo	利瓦多	Lì wǎ duō
Riwan	理万	Lǐ wàn
Roan	罗安	Luó ān
Rob	罗布	Luó Bù
Robbie	罗比	Luó bǐ
Robby	萝比	Luó bǐ
Robert	罗伯特	Luō bó té
Robert	罗贝尔	Luō bèi er
Roberta	罗伯塔	Luó bó tǎ
Roberto	罗伯托	Luō bó tuō
Robertson	罗贝特森	Luó Bèi tè sēn
Robin	罗宾	Luō bīn
Robinson	罗宾逊	Luō bīn xùn
Robledo	罗布雷多	Luó bù léi duō
Robson	洛布森	Luò Bù sēn
Robyn	罗宾	Luō bīn
Robynne	罗白哪	Luó bái nǎ
Roc	洛克	Luò kè
Roch	洛克	Luò kè
Rochdi	落什蒂	Luò shí dì
Rocio	罗希噢	Luó xī ō
Rockia	罗迦	Luó jiā
Roderic	罗德里克	Luó dé lǐ kè
Rodolfo	鲁道夫	Lǔ dào fū
Rodolphe	罗多尔夫	Luó duō ěr fū
Rodrigo	罗德里戈	Luó dé lǐ gē
Rodrigue	罗德利克	Luó dé lì kè
Rodrigues	罗德里格斯	Luó dé lǐ gé sī
Rodriguez	罗德里格斯	Luó dé lǐ gé sī
Rogda	罗格达	Luó gé dá
Rogelio	罗赫里噢	Luó hè lǐ ō
Roger	罗杰	Luó jié
Rogerio	罗杰里奥	Luó Jié lǐ ào
Rogério	罗杰里奥	Luó Jié lǐ ào
Roland	豪朗	Háo lǎng
Roland	罗兰	Luō lán
Rolande	罗朗德	Luó lǎng dé
Roldao	罗尔道	Luó ěr dào
Rolena	罗莲娜	Luó lián nà
Romain	罗曼	Luō màn
Roman	罗曼	Luō màn
Romane	罗曼	Luō màn
Romanowicz	罗马诺维芝	Luó Mǎ nuò wéi zhī
Romar	罗马尔	Luó Mǎ ěr
Romaric	罗马里克	Luó mǎ lǐ kè
Roméo	罗密欧	Luō mì ōu
Romeo	罗密欧	Luō mì ōu
Romero	罗美澳	Luó měi Aò
Romina	罗密娜	Luó mì nà
Romina	罗米娜	Luó mǐ nà
Rommel	罗梅尔	Luó Méi ěr
Romona	罗蒙娜	Luó mēng nà
Romuald	罗穆阿德	Luō mù ā dé
Rômulo	罗姆罗	Luó mǔ luó
Romy	罗密	Luó mì
Ronak	罗纳克	Luó nà kè
Ronald	罗纳德	Luō nà dé
Ronaldo	罗纳尔多	Luó nà ěr duō
Ronan	罗南	Luó nán
Ronielly	罗内丽	Luó nèi lì
Ronildo	罗尼尔多	Luó ní ěr duō
Ronja	忈佳	Rén jiā
Ronnie	罗尼	Luó ní
Ronny	罗尼	Luó ní
Ronys	罗尼斯	Luó ní sī
Roque	罗克	Luó kè
Rosa	萝莎	Luó shā
Rosaire	罗塞尔	Luō sāi ěr
Rosalía	罗萨丽雅	Luó sà lì Yǎ
Rosalie	萝莎莉	Luó shā lì
Rosana	罗萨娜	Luó sà nà
Rosangela	洛桑杰拉	Luò sāng Jié lā
Rosario	罗莎里噢	Luó shā lǐ ō
Rose	罗斯	Luō sī
Rose-May	罗斯梅	Luó sī Méi
Roseline	罗斯林	Luō sī lín
Rosella	萝色拉	Luó sè lā
Roselyn	罗丝雷恩	Luō sī léi ēn
Roselyne	罗丝琳	Luō sī lín
Rosemary	罗斯玛丽	Luó sī Mǎ lì
Rosendo	罗森多	Luó sēn duō
Roser	萝塞尔	Luó Sāi ěr
Rosie	萝西	Luó xī
Rosimar	罗茜玛尔	Luó xī mǎ ěr
Rosrena	罗斯莲哪	Luó sī lián nǎ
Ross	罗斯	Luō sī
Rossi	罗西	Luó xī
Rossy	罗悉	Luó Xī
Rosy	萝西	Luó xī
Rowena	罗薇娜	Luó wēi nà
Roxana	罗克莎娜	Luó kè shā nà
Roxane	罗克珊	Luō kè shān
Roxanne	罗克珊	Luō kè shān
Roy	罗一	Luō yī
Rozanne	萝桑	Luó sāng
Rozenn	萝森	Luó sēn
Ruben	鲁本	Lǔ běn
Rubén	鲁本	Lǔ běn
Rubens	鲁本斯	Lǔ běn sī
Rubicelia	露碧瑟丽雅	Lù bì sè lì Yǎ
Ruby	露碧	Lù bì
Rudith	鲁迪特	Lǔ dí tè
Rudolph	胡多尔夫	Hú duō ěr fū
Rudy	鲁迪	Lǔ dí
Rufino	卢菲诺	Lú fēi nuò
Rufo	鲁福	Lǔ fú
Rui	胡伊	Hú yī
Ruiman	鲁伊曼	Lǔ yī màn
Rupert	鲁贝尔德	Lǔ Bèi ěr dé
Russell	罗素	Luó sù
Rüster	鲁斯特	Lǔ sī tè
Rute	露特	Lù tè
Ruth	露丝	Lù sī
Ryan	里安	Lǐ ān
Ryszard	雷沙尔德	Léi shā ěr dé
Saadia	萨蒂娅	Sà dì yà
Sabah	沙巴	Shā bā
Sabela	萨韦拉	Sà wéi lā
Sabina	萨碧娜	Sà bì nà
Sabine	萨宾	Sà bīn
Sabri	萨布利	Sà Bù lì
Sabrina	萨布丽娜	Sà bù lí nà
Sabrine	萨布林	Sà Bù lín
Sacha	萨沙	Sà shā
Sadelsie	萨德尔西	Sà dé ěr xī
Sadia	萨蒂娅	Sà dì yà
Sadie	萨蒂	Sà dì
Safae	萨法伊	Sà Fǎ Yī
Safouane	萨夫安	Sà fū ān
Sagui	萨吉	Sà Jí
Sahara	撒哈拉	Sā Hā lā
Sahdia	萨蒂娅	Sà dì yà
Sahory	萨欧里	Sà Oū lǐ
Saïd	萨伊德	Sà Yī dé
Saima	赛玛	Sài mǎ
Saionara	再见	Zài jiàn
Sakina	萨吉娜	Sà Jí nà
Salama	萨拉玛	Sà lā mǎ
Salim	萨里姆	Sà lì mù
Salimata	莎丽玛塔	Shā lì mǎ tǎ
Salinas	萨利纳斯	Sà lì nà sī
Sally	莎莉	Shā lì
Salomão	萨劳曼	Sà láo màn
Salomay	莎乐美	Shā lè měi
Salomé	莎乐美	Shā lè měi
Salva	萨尔瓦	Sà rwǎ
Salvador	萨尔瓦多	Sà ěr wǎ duō
Salvatore	萨尔瓦托雷	Sà ěr wǎ tuō léi
Salvina	萨尔维娜	Sà ěr wéi nà
Sam	山姆	Shān mǔ
Samaka	萨马卡	Sà mǎ kǎ
Samanta	萨曼塔	Sà màn tǎ
Samantha	萨曼塔	Sà màn tǎ
Samar	萨玛尔	Sà mǎ ěr
Samara	萨玛拉	Sà Mǎ lā
Samet	萨妹特	Sà mèi tè
Samip	萨米浦	Sà mǐ pǔ
Samir	萨米尔	Sà mǐ ěr
Samira	萨米拉	Sà mǐ lā
Sammuel	萨姆埃	Sà mǔ Aī
Samuel	萨谬尔	Sà mù er
Samy	萨米	Sà mǐ
Sanad	萨纳德	Sà nà dé
Sanç	桑寺	Sāng sì
Sandie	桑迪	Sāng dí
Sandra	桑德拉	Sāng dé lā
Sandrina	桑德琳娜	Sāng dé lín nà
Sandrine	桑德琳	Sāng dé lín
Sandro	桑德罗	Sāng dé luó
Sandy	桑迪	Sāng dí
Sanny	萨妮	Sà ní
Santa	叁塔	Sān tǎ
Santeri	桑德莉	Sāng dé lì
Santiago	圣地亚哥	Shèng dì yà gē
Santos	桑托斯	Sāng tuō sī
Santosh	桑托什	Sāng tuō shí
Sara	萨哈	Sà hā
Sara	莎拉	Shā lā
Sarah	莎拉	Shā lā
Sarah	萨哈	Sà hā
Saray	萨莱	Sà lái
Sarga	萨尔卡	Sà ěr Kǎ
Sascha	萨沙	Sà Shā
Sasha	萨沙	Sà shā
Saskia	萨斯基亚	Sà sī jī yà
Sastia	萨斯贾	Sà sī jiǎ
Satheesh	萨荑什	Sà tí shí
Satina	萨蒂娜	Sà dì nà
Saturnino	萨图尔尼诺	Sà tú ěr ní nuò
Saúl	索尔	Suǒ ěr
Sauveur	苏维尔	Sū wéi ěr
Savannah	萨凡纳	Sà fán nà
Savinien	萨维念	Sà wéi niàn
Scarlet	斯卡雷特	Sī Kǎ léi tè
Scarlett	斯嘉丽	Sī jiā lì
Schady	沙迪	Shā dí
Schemaja	施玛雅	Shī Mǎ Yǎ
Schiko	稀客	Xī kè
Schmitz	诗米慈	Shī mǐ cí
Scott	斯考特	Sī kǎo té
Sean	肖恩	Xiào ēn
Seb	塞巴	Sài bā
Sebastià	赛巴斯蒂安	Sài Bā sī dì ān
Sebastian	赛巴斯蒂安	Sài bā sī dì ān
Sebastian	赛巴斯蒂安	Sài bā sī dì ān
Sebastião	斯巴斯天	Sī Bā sī tiān
Sébastien	塞巴斯蒂安	Sài bā sī dì ān
Segon	赛功	Sài gōng
Selena	塞蕾娜	Sāi lěi nà
Séléna	塞莲娜	Sāi lián nà
Sélène	塞琳	Sài lín
Seleste	西莱斯特	Xī lái sī tè
Selina	塞莉娜	Sāi lì nà
Selma	塞尔	Sāi ěr
Seloua	塞路阿	Sāi Lù Ā
Selva	茜尔瓦	Xī ěr wǎ
Sema	赛马	Sài Mǎ
Serafí	斯莱奉	Sī lái fèng
Serafim	瑟拉芬	Sè lā fēn
Serafin	塞拉芬	Sāi lā fēn
Séraphin	塞拉芬	Sāi lā fēn
Serena	塞雷娜	Sāi léi nà
Séréna	塞雷娜	Sāi léi nà
Serge	塞尔日	Sāi ěr rì
Sergei	谢尔盖	Xiè ěr gài
Sergi	赛尔基	Sài ěr jī
Sergio	塞尔吉奥	Sāi ěr jí ào
Serkan	塞尔绀	Sāi ěr gàn
Servane	赛尔瓦娜	Sài ěr wǎ nà
Sever	赛维尔	Sài wéi ěr
Severí	赛玮琳	Sài wěi lín
Séverine	塞维琳	Sài wéi lín
Severino	塞维里诺	Sāi wéi lǐ nuò
Shabana	沙帕娜	Shā Pà nà
Shady	沙蒂	Shā dì
Shahed	沙哈德	Shā Hā dé
Shaiene	沙恩	Shā ēn
Shaina	莎伊哪	Shā Yī nǎ
Shakyra	莎奇拉	Shā qí lā
Shaleen	沙琳	Shā lín
Shana	莎娜	Shā nà
Shane	谁哪	Shuí nǎ
Shania	沙尼娅	Shā ní yà
Shanie	沙妮	Shā nī
Shann	珊	Shān
Shanna	霎娜	Shà nà
Shannen	莎侬	Shā nóng
Shannon	莎侬	Shā nóng
Shany	沙妮	Shā nī
Shanyce	莎奶斯	Shā Nǎi sī
Shaoline	少琳	Shǎo lín
Shaqwon	贾各文	Jiǎ gè wén
Sharon	雪伦	Xuě lún
Shary	莎莉	Shā lì
Shasha	沙沙	Shā Shā
Shatoya	赛图雅	Sài tú yǎ
Shauna	邵娜	Shào nà
Shawn	肖恩	Xiào ēn
Shay	沙伊	Shā Yī
Shayleen	晒林	Shài lín
Shaymaa	沙伊玛	Shā yī mǎ
Shederson	士戴孙	Shì Dài sūn
Sheena	茜娜	Xī nà
Sheila	晒垃	Shài lā
Shelby	谢尔碧	Xiè ěr bì
Shelley	谢莉	Xiè lì
Shelly	雪莱	Xuě lái
Sheneil	施奈	Shī nài
Sherry	雪莉	Xuě lì
Shiela	希拉	Xī lā
Shirila	什丽拉	Shí lí lā
Shirley	雪莉	Xuě lì
Shiva	西瓦	Xī wǎ
Shneider	施耐德	Shī nài dé
Shobha	肖巴	Xiào Bā
Shona	莎纳	Shā nà
Shyam	茜娅姆	Xī yà mǔ
Sibylle	希碧乐	Xī bì lè
Sidjy	茜吉	Xī jí
Sidney	悉德尼	Xī dé ní
Sidonie	茜多妮	Xī duō nī
Siegfried	西克弗里德	Xī kè Fú lǐ dé
Sienas	仙娜丝	Xiān nà sī
Sietske	西特斯克	Xī tè sī kè
Siga	西贾	Xī jiǎ
Sigrid	希格丽特	Xī gé lì tè
Siham	西哈姆	Xī Hā mǔ
Sihame	希阿姆	Xī Ā mǔ
Sihem	西赫姆	Xī Hè mǔ
Silas	希拉斯	Xī lā sī
Silke	西尔克	Xī ěr kè
Silvan	希尔文	Xī ěr wén
Silvana	茜尔瓦娜	Xī ěr wǎ nà
Silvia	西尔维亚	Xī rwéi yà
Sílvia	茜尔薇芽	Xī ěr wēi yá
Silvina	西尔维纳	Xī rwéi nà
Silvio	西尔维奥	Xī ěr wéi ào
Simão	西蒙	Xī mēng
Simara	希玛拉	Xī Mǎ lā
Simeó	西梅奥	Xī Méi ào
Siméon	希魅昂	Xī mèi áng
Simó	西蒙	Xī mēng
Simon	西蒙	Xī mēng
Simona	西莫娜	Xī Mò nà
Simone	茜蒙	Xī méng
Simoni	西莫尼	Xī Mò ní
Sinah	希纳	Xī nà
Sindra	辛德拉	Xīn dé lā
Sindy	心蒂	Xīn dì
Sinézio	西内玖	Xī nèi Jiǔ
Sinh	辛	Xīn
Sini	茜妮	Xī nī
Sinja	新雅	Xīn Yǎ
Siobhan	塞欧翰	Sāi ōu hàn
Sioned	秀内	Xiù nèi
Sira	茜拉	Xī lā
Sirko	希尔克	Xī ěr kè
Sity	茜蒂	Xī dì
Siuleny	秀蕾妮	Xiù lěi nī
Sixt	希克斯特	Xī kè sī tè
Sjooke	秀克	Xiù kè
Skampina	斯坎匹纳	Sī kǎn pī nà
Sladjana	斯拉贾娜	Sī lā jiǎ nà
Slimane	斯利曼	Sī lì màn
Sloane	斯隆	Sī lóng
Slobodanka	斯洛博丹卡	Sī luò bó Dān Kǎ
Sly	斯莱	Sī lái
Smaïn	斯麦因	Sī mài yīn
Smith	史密斯	Shǐ mì sī
Smok	斯莫卡	Sī Mò Kǎ
Sneider	施耐德	Shī nài dé
Snejana	丝内贾娜	Sī nèi jiǎ nà
Snejina	丝内基娜	Sī nèi jī nà
Sobia	索碧雅	Suǒ bì Yǎ
Socorro	索口罗	Suǒ kǒu luó
Socrate	苏格拉底	Sū gé lā dǐ
Socrates	苏格拉底	Sū gé lā dǐ
Soen	苏恩	Sū ēn
Soey	索埃	Suǒ Aī
Sofana	苏法娜	Sū fǎ nà
Sofi	苏菲	Sū fēi
Sofia	索菲娅	Suǒ fēi yà
Sofiane	苏菲安	Sū fēi ān
Soizic	斯瓦兹克	Sī wǎ zī kè
Sokhna	索克娜	Suǒ kè nà
Sokoli	苏科利	Sū Kē lì
Sol	索尔	Suǒ r
Solane	苏兰	Sū lán
Solange	苏朗诗	Sū lǎng shī
Soledad	索雷达	Suǒ léi dá
Soleil	苏蕾	Sū lěi
Solel	苏蕾	Sū lěi
Solène	苏莲	Sū lián
Solenn	苏莲	Sū lián
Solenne	苏莲	Sū lián
Solina	索丽娜	Suǒ lì nà
Soline	苏林	Sū lín
Solveig	索尔维格	Suǒ ěr wéi gé
Sonam	苏囡	Sū nān
Sondous	桑杜	Sāng dù
Sonia	索尼娅	Suǒ ní yà
Sònia	苏妮娅	Sū nī yà
Sonja	宋雅	Sòng yá
Sonntag	索恩塔格	Suǒ ēn tǎ gé
Sonny	索尼	Suǒ ní
Sony	索尼	Suǒ ní
Sophia	苏菲娅	Sū fēi yà
Sophie	苏菲	Sū fēi
Soraia	苏拉雅	Sū lā Yǎ
Soraya	苏拉娅	Sū lā yà
Sören	索伦	Suǒ lún
Sorenza	苏莲扎	Sū lián zā
Sorya	索丽亚	Suǒ lì yà
Souad	苏阿德	Sū ā dé
Soufiène	苏菲安	Sū fēi ān
Souhail	苏海勒	Sū hǎi lè
Soukaina	苏凯娜	Sū kǎi nà
Souleïma	苏雷马	Sū léi mǎ
Soumaya	苏玛娅	Sū Mǎ yà
Soumeya	苏梅娅	Sū méi yà
Soumia	苏米亚	Sū mǐ yà
Sousa	苏萨	Sū sà
Sovannara	苏瓦纳拉	Sū wǎ nà lā
Soviel	苏苇	Sū Wěi
Spencer	斯盆赛	Sī pén sài
Spike	斯派克	Sī pài kè
Stacey	斯黛茜	Sī dài xī
